state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
MICHIGAN,Grand Rapids,196538,7,158,434,334,1275,153,2017,MICHIGAN,Grand Rapids,62,661,1762,0.04,0.80,2.21,1.70,6.49,0.78,0.32,3.36,8.97
MICHIGAN,Lansing,115199,8,106,443,388,990,165,2017,MICHIGAN,Lansing,44,601,1543,0.07,0.92,3.85,3.37,8.59,1.43,0.38,5.22,13.39
MICHIGAN,Sterling Heights,132523,1,7,97,76,573,56,2017,MICHIGAN,Sterling Heights,20,125,705,0.01,0.05,0.73,0.57,4.32,0.42,0.15,0.94,5.32
MICHIGAN,Warren,135620,4,52,236,306,857,226,2017,MICHIGAN,Warren,47,339,1389,0.03,0.38,1.74,2.26,6.32,1.67,0.35,2.50,10.24
MINNESOTA,Minneapolis,416751,16,870,1092,1707,6330,1132,2017,MINNESOTA,Minneapolis,259,2237,9169,0.04,2.09,2.62,4.10,15.19,2.72,0.62,5.37,22.00
MINNESOTA,Rochester,113306,0,11,51,149,759,36,2017,MINNESOTA,Rochester,18,80,944,0.00,0.10,0.45,1.32,6.70,0.32,0.16,0.71,8.33
MINNESOTA,St. Paul,303920,14,352,542,1167,3141,930,2017,MINNESOTA,St. Paul,112,1020,5238,0.05,1.16,1.78,3.84,10.34,3.06,0.37,3.36,17.23
MISSISSIPPI,Jackson,170070,29,306,278,878,2269,345,2017,MISSISSIPPI,Jackson,0,NULL,3492,0.17,1.80,1.63,5.16,13.34,2.03,0.00,NULL,20.53
MISSOURI,Columbia,121143,4,61,245,238,1262,117,2017,MISSOURI,Columbia,60,370,1617,0.03,0.50,2.02,1.96,10.42,0.97,0.50,3.05,13.35
MISSOURI,Independence,117335,3,80,245,342,2212,570,2017,MISSOURI,Independence,17,345,3124,0.03,0.68,2.09,2.91,18.85,4.86,0.14,2.94,26.62
MISSOURI,Kansas City,478364,66,890,2960,2164,5963,1974,2017,MISSOURI,Kansas City,195,4111,10101,0.14,1.86,6.19,4.52,12.47,4.13,0.41,8.59,21.12
MISSOURI,Springfield,168307,6,178,733,1152,5386,984,2017,MISSOURI,Springfield,179,1096,7522,0.04,1.06,4.36,6.84,32.00,5.85,1.06,6.51,44.69
MISSOURI,St. Louis,314507,92,770,1890,1443,6031,1215,2017,MISSOURI,St. Louis,126,2878,8689,0.29,2.45,6.01,4.59,19.18,3.86,0.40,9.15,27.63
MONTANA,Billings,111447,0,39,198,338,2092,394,2017,MONTANA,Billings,40,277,2824,0.00,0.35,1.78,3.03,18.77,3.54,0.36,2.49,25.34
NEBRASKA,Lincoln,281138,8,91,284,537,3049,138,2017,NEBRASKA,Lincoln,111,486,3724,0.03,0.32,1.01,1.91,10.85,0.49,0.39,1.73,13.25
NEBRASKA,Omaha,446163,15,260,932,1015,5796,1537,2017,NEBRASKA,Omaha,196,1403,8348,0.03,0.58,2.09,2.28,12.99,3.44,0.44,3.14,18.71
NEVADA,Las Vegas Metropolitan Police Department,1592178,70,1660,2547,6269,12692,3927,2017,NEVADA,Las Vegas Metropolitan Police Department,629,4906,22888,0.04,1.04,1.60,3.94,7.97,2.47,0.40,3.08,14.38
NEVADA,Reno,244554,9,176,552,666,2154,708,2017,NEVADA,Reno,61,798,3528,0.04,0.72,2.26,2.72,8.81,2.90,0.25,3.26,14.43
NEW HAMPSHIRE,Manchester,110353,1,83,219,218,1111,96,2017,NEW HAMPSHIRE,Manchester,44,347,1425,0.01,0.75,1.98,1.98,10.07,0.87,0.40,3.14,12.91
NEW JERSEY,Edison Township,102679,0,28,28,97,454,57,2017,NEW JERSEY,Edison Township,3,59,608,0.00,0.27,0.27,0.94,4.42,0.56,0.03,0.57,5.92
NEW JERSEY,Elizabeth,129096,2,235,224,308,1330,392,2017,NEW JERSEY,Elizabeth,19,480,2030,0.02,1.82,1.74,2.39,10.30,3.04,0.15,3.72,15.72
NEW JERSEY,Lakewood Township,100269,1,20,29,114,293,19,2017,NEW JERSEY,Lakewood Township,1,51,426,0.01,0.20,0.29,1.14,2.92,0.19,0.01,0.51,4.25
NEW JERSEY,Newark,281450,31,495,628,570,1414,1036,2017,NEW JERSEY,Newark,51,1205,3020,0.11,1.76,2.23,2.03,5.02,3.68,0.18,4.28,10.73
NEW JERSEY,Paterson,147265,14,228,224,550,828,372,2017,NEW JERSEY,Paterson,18,484,1750,0.10,1.55,1.52,3.73,5.62,2.53,0.12,3.29,11.88
NEW JERSEY,Woodbridge Township,102124,1,27,16,111,567,49,2017,NEW JERSEY,Woodbridge Township,4,48,727,0.01,0.26,0.16,1.09,5.55,0.48,0.04,0.47,7.12
NEW MEXICO,Las Cruces,102349,6,36,51,439,1703,137,2017,NEW MEXICO,Las Cruces,0,NULL,2279,0.06,0.35,0.50,4.29,16.64,1.34,0.00,NULL,22.27
NEW YORK,Amherst Town,120436,1,23,35,70,826,19,2017,NEW YORK,Amherst Town,5,63,915,0.01,0.19,0.29,0.58,6.86,0.16,0.04,0.52,7.60
NEW YORK,Buffalo,257446,25,412,700,987,3102,346,2017,NEW YORK,Buffalo,72,1209,4435,0.10,1.60,2.72,3.83,12.05,1.34,0.28,4.70,17.23
NEW YORK,New York,8566917,127,6607,14509,5298,49712,2549,2017,NEW YORK,New York,1126,22369,57559,0.01,0.77,1.69,0.62,5.80,0.30,0.13,2.61,6.72
NEW YORK,Rochester,209643,8,350,477,617,2812,311,2017,NEW YORK,Rochester,64,899,3740,0.04,1.67,2.28,2.94,13.41,1.48,0.31,4.29,17.84
NEW YORK,Syracuse,143925,9,141,297,498,1464,167,2017,NEW YORK,Syracuse,52,499,2129,0.06,0.98,2.06,3.46,10.17,1.16,0.36,3.47,14.79
NEW YORK,Yonkers,202075,4,118,266,168,688,84,2017,NEW YORK,Yonkers,17,405,940,0.02,0.58,1.32,0.83,3.40,0.42,0.08,2.00,4.65
NORTH CAROLINA,Cary,164835,0,26,31,131,672,25,2017,NORTH CAROLINA,Cary,0,NULL,828,0.00,0.16,0.19,0.79,4.08,0.15,0.00,NULL,5.02
NORTH CAROLINA,Charlotte-mecklenburg,896379,45,978,1982,3243,11770,1254,2017,NORTH CAROLINA,Charlotte-mecklenburg,0,NULL,16267,0.05,1.09,2.21,3.62,13.13,1.40,0.00,NULL,18.15
NORTH CAROLINA,Durham,263716,12,429,632,1159,3394,370,2017,NORTH CAROLINA,Durham,0,NULL,4923,0.05,1.63,2.40,4.39,12.87,1.40,0.00,NULL,18.67
NORTH CAROLINA,Fayetteville,202200,10,122,504,991,3208,224,2017,NORTH CAROLINA,Fayetteville,0,NULL,4423,0.05,0.60,2.49,4.90,15.87,1.11,0.00,NULL,21.87
NORTH CAROLINA,Greensboro,288618,21,321,635,999,3442,354,2017,NORTH CAROLINA,Greensboro,0,NULL,4795,0.07,1.11,2.20,3.46,11.93,1.23,0.00,NULL,16.61
NORTH CAROLINA,High Point,111435,11,86,277,410,1459,131,2017,NORTH CAROLINA,High Point,0,NULL,2000,0.10,0.77,2.49,3.68,13.09,1.18,0.00,NULL,17.95
NORTH CAROLINA,Wilmington,117852,11,91,226,459,1439,115,2017,NORTH CAROLINA,Wilmington,0,NULL,2013,0.09,0.77,1.92,3.89,12.21,0.98,0.00,NULL,17.08
NORTH DAKOTA,Fargo,121217,1,29,137,214,1440,143,2017,NORTH DAKOTA,Fargo,46,213,1797,0.01,0.24,1.13,1.77,11.88,1.18,0.38,1.76,14.82
OHIO,Akron,197257,23,193,299,1050,2455,374,2017,OHIO,Akron,107,622,3879,0.12,0.98,1.52,5.32,12.45,1.90,0.54,3.15,19.66
OHIO,Cincinnati,298880,32,596,560,1780,4759,705,2017,OHIO,Cincinnati,133,1321,7244,0.11,1.99,1.87,5.96,15.92,2.36,0.45,4.42,24.24
OHIO,Cleveland,386227,46,1331,1078,2881,4396,1668,2017,OHIO,Cleveland,217,2672,8945,0.12,3.45,2.79,7.46,11.38,4.32,0.56,6.92,23.16
OHIO,Columbus,862515,57,906,708,3407,10903,1827,2017,OHIO,Columbus,382,2053,16137,0.07,1.05,0.82,3.95,12.64,2.12,0.44,2.38,18.71
OHIO,Dayton,140260,14,188,295,837,1737,271,2017,OHIO,Dayton,74,571,2845,0.10,1.34,2.10,5.97,12.38,1.93,0.53,4.07,20.28
OHIO,Toledo,278366,17,374,1156,1451,3398,367,2017,OHIO,Toledo,85,1632,5216,0.06,1.34,4.15,5.21,12.21,1.32,0.31,5.86,18.74
OKLAHOMA,Broken Arrow,108088,1,18,37,201,892,132,2017,OKLAHOMA,Broken Arrow,12,67,1225,0.01,0.17,0.34,1.86,8.25,1.22,0.11,0.62,11.33
OKLAHOMA,Norman,122143,4,23,101,272,1227,121,2017,OKLAHOMA,Norman,38,166,1620,0.03,0.19,0.83,2.23,10.05,0.99,0.31,1.36,13.26
OKLAHOMA,Oklahoma City,641681,33,512,1651,2993,7631,1329,2017,OKLAHOMA,Oklahoma City,242,2438,11953,0.05,0.80,2.57,4.66,11.89,2.07,0.38,3.80,18.63
OKLAHOMA,Tulsa,405748,37,476,1359,2674,6596,1791,2017,OKLAHOMA,Tulsa,193,2065,11061,0.09,1.17,3.35,6.59,16.26,4.41,0.48,5.09,27.26
OREGON,Eugene,164883,2,82,184,589,2222,244,2017,OREGON,Eugene,52,320,3055,0.01,0.50,1.12,3.57,13.48,1.48,0.32,1.94,18.53
OREGON,Gresham,111491,4,45,112,226,1115,570,2017,OREGON,Gresham,36,197,1911,0.04,0.40,1.00,2.03,10.00,5.11,0.32,1.77,17.14
OREGON,Portland,642129,9,499,864,2145,12331,3574,2017,OREGON,Portland,203,1575,18050,0.01,0.78,1.35,3.34,19.20,5.57,0.32,2.45,28.11
OREGON,Salem,166508,4,66,189,429,2789,466,2017,OREGON,Salem,13,272,3684,0.02,0.40,1.14,2.58,16.75,2.80,0.08,1.63,22.13
PENNSYLVANIA,Allentown,120615,5,132,120,286,1094,129,2017,PENNSYLVANIA,Allentown,38,295,1509,0.04,1.09,0.99,2.37,9.07,1.07,0.32,2.45,12.51
PENNSYLVANIA,Philadelphia,1570826,156,2878,3738,3130,17141,2495,2017,PENNSYLVANIA,Philadelphia,585,7357,22766,0.10,1.83,2.38,1.99,10.91,1.59,0.37,4.68,14.49
RHODE ISLAND,Providence,179340,3,128,250,445,1940,NULL,2017,RHODE ISLAND,Providence,55,436,NULL,0.02,0.71,1.39,2.48,10.82,NULL,0.31,2.43,NULL
SOUTH CAROLINA,Charleston,135153,1,46,108,213,1142,109,2017,SOUTH CAROLINA,Charleston,30,185,1464,0.01,0.34,0.80,1.58,8.45,0.81,0.22,1.37,10.83
SOUTH CAROLINA,Columbia,134489,5,114,183,382,2106,296,2017,SOUTH CAROLINA,Columbia,35,337,2784,0.04,0.85,1.36,2.84,15.66,2.20,0.26,2.51,20.70
SOUTH CAROLINA,North Charleston,110490,19,145,279,377,2176,301,2017,SOUTH CAROLINA,North Charleston,33,476,2854,0.17,1.31,2.53,3.41,19.69,2.72,0.30,4.31,25.83
SOUTH DAKOTA,Sioux Falls,175152,3,55,277,332,1768,225,2017,SOUTH DAKOTA,Sioux Falls,58,393,2325,0.02,0.31,1.58,1.90,10.09,1.28,0.33,2.24,13.27
TENNESSEE,Chattanooga,177801,13,161,706,710,3631,595,2017,TENNESSEE,Chattanooga,67,947,4936,0.07,0.91,3.97,3.99,20.42,3.35,0.38,5.33,27.76
TENNESSEE,Clarksville,152526,4,57,389,361,1598,100,2017,TENNESSEE,Clarksville,43,493,2059,0.03,0.37,2.55,2.37,10.48,0.66,0.28,3.23,13.50
TENNESSEE,Knoxville,186583,17,197,581,799,3717,498,2017,TENNESSEE,Knoxville,66,861,5014,0.09,1.06,3.11,4.28,19.92,2.67,0.35,4.61,26.87
TENNESSEE,Memphis,656434,87,1556,4477,4528,12520,1840,2017,TENNESSEE,Memphis,271,6391,18888,0.13,2.37,6.82,6.90,19.07,2.80,0.41,9.74,28.77
TENNESSEE,Murfreesboro,129730,3,66,285,238,1735,89,2017,TENNESSEE,Murfreesboro,33,387,2062,0.02,0.51,2.20,1.83,13.37,0.69,0.25,2.98,15.89
TENNESSEE,Nashville,668685,54,1002,2479,1979,8896,1306,2017,TENNESSEE,Nashville,219,3754,12181,0.08,1.50,3.71,2.96,13.30,1.95,0.33,5.61,18.22
UTAH,Salt Lake City,193918,1,262,423,918,5908,888,2017,UTAH,Salt Lake City,130,816,7714,0.01,1.35,2.18,4.73,30.47,4.58,0.67,4.21,39.78
UTAH,West Jordan,113595,1,23,84,155,1366,206,2017,UTAH,West Jordan,13,121,1727,0.01,0.20,0.74,1.36,12.03,1.81,0.11,1.07,15.20
UTAH,West Valley,137558,5,82,223,463,1860,640,2017,UTAH,West Valley,91,401,2963,0.04,0.60,1.62,3.37,13.52,4.65,0.66,2.92,21.54
VIRGINIA,Chesapeake,236570,7,94,309,318,2151,111,2017,VIRGINIA,Chesapeake,43,453,2580,0.03,0.40,1.31,1.34,9.09,0.47,0.18,1.91,10.91
VIRGINIA,Hampton,135504,5,77,94,260,1629,118,2017,VIRGINIA,Hampton,12,188,2007,0.04,0.57,0.69,1.92,12.02,0.87,0.09,1.39,14.81
VIRGINIA,Newport News,181676,8,114,257,408,1889,220,2017,VIRGINIA,Newport News,42,421,2517,0.04,0.63,1.41,2.25,10.40,1.21,0.23,2.32,13.85
VIRGINIA,Norfolk,245734,17,178,393,544,3348,247,2017,VIRGINIA,Norfolk,52,640,4139,0.07,0.72,1.60,2.21,13.62,1.01,0.21,2.60,16.84
VIRGINIA,Virginia Beach,453017,10,142,133,407,3569,197,2017,VIRGINIA,Virginia Beach,58,343,4173,0.02,0.31,0.29,0.90,7.88,0.43,0.13,0.76,9.21
WASHINGTON,Bellevue,142238,0,28,34,313,1747,147,2017,WASHINGTON,Bellevue,12,74,2207,0.00,0.20,0.24,2.20,12.28,1.03,0.08,0.52,15.52
WASHINGTON,Everett,108988,2,74,163,433,1455,438,2017,WASHINGTON,Everett,26,265,2326,0.02,0.68,1.50,3.97,13.35,4.02,0.24,2.43,21.34
WASHINGTON,Kent,128604,3,84,104,409,2327,641,2017,WASHINGTON,Kent,35,226,3377,0.02,0.65,0.81,3.18,18.09,4.98,0.27,1.76,26.26
WASHINGTON,Renton,101908,3,56,94,325,1895,394,2017,WASHINGTON,Renton,16,169,2614,0.03,0.55,0.92,3.19,18.60,3.87,0.16,1.66,25.65
WASHINGTON,Seattle,700313,9,745,1287,3811,13112,1653,2017,WASHINGTON,Seattle,142,2183,18576,0.01,1.06,1.84,5.44,18.72,2.36,0.20,3.12,26.53
WASHINGTON,Tacoma,209914,4,183,504,1048,3758,1076,2017,WASHINGTON,Tacoma,69,760,5882,0.02,0.87,2.40,4.99,17.90,5.13,0.33,3.62,28.02
WASHINGTON,Vancouver,174912,6,61,169,364,1757,519,2017,WASHINGTON,Vancouver,68,304,2640,0.03,0.35,0.97,2.08,10.05,2.97,0.39,1.74,15.09
WISCONSIN,Green Bay,105452,1,26,142,138,733,31,2017,WISCONSIN,Green Bay,33,201,902,0.01,0.25,1.35,1.31,6.95,0.29,0.31,1.91,8.55
WISCONSIN,Kenosha,99954,4,51,93,165,680,46,2017,WISCONSIN,Kenosha,28,176,891,0.04,0.51,0.93,1.65,6.80,0.46,0.28,1.76,8.91
WISCONSIN,Madison,252136,16,108,322,434,2637,158,2017,WISCONSIN,Madison,37,483,3229,0.06,0.43,1.28,1.72,10.46,0.63,0.15,1.92,12.81
WISCONSIN,Milwaukee,600193,55,1334,2918,2696,5400,2499,2017,WISCONSIN,Milwaukee,232,4539,10595,0.09,2.22,4.86,4.49,9.00,4.16,0.39,7.56,17.65
ALABAMA,Abbeville,2610,0,0,6,24,50,2,2015,ALABAMA,Abbeville,3,9,76,0.00,0.00,2.30,9.20,19.16,0.77,1.15,3.45,29.12
ALABAMA,Adamsville,4414,1,5,16,38,278,14,2015,ALABAMA,Adamsville,3,25,330,0.23,1.13,3.62,8.61,62.98,3.17,0.68,5.66,74.76
ALABAMA,Addison,748,0,0,4,11,15,2,2015,ALABAMA,Addison,0,4,28,0.00,0.00,5.35,14.71,20.05,2.67,0.00,5.35,37.43
ALABAMA,Alabaster,31821,0,5,126,64,441,29,2015,ALABAMA,Alabaster,1,132,534,0.00,0.16,3.96,2.01,13.86,0.91,0.03,4.15,16.78
ALABAMA,Albertville,21534,0,7,16,197,462,64,2015,ALABAMA,Albertville,7,30,723,0.00,0.33,0.74,9.15,21.45,2.97,0.33,1.39,33.57
ALABAMA,Alexander City,14854,0,10,201,145,474,33,2015,ALABAMA,Alexander City,10,221,652,0.00,0.67,13.53,9.76,31.91,2.22,0.67,14.88,43.89
ALABAMA,Aliceville,2367,0,0,6,3,17,2,2015,ALABAMA,Aliceville,0,6,22,0.00,0.00,2.53,1.27,7.18,0.84,0.00,2.53,9.29
ALABAMA,Andalusia,9096,1,2,61,85,425,18,2015,ALABAMA,Andalusia,9,73,528,0.11,0.22,6.71,9.34,46.72,1.98,0.99,8.03,58.05
ALABAMA,Anniston,22306,8,79,476,601,970,74,2015,ALABAMA,Anniston,44,607,1645,0.36,3.54,21.34,26.94,43.49,3.32,1.97,27.21,73.75
ALABAMA,Arab,8330,0,2,34,106,385,25,2015,ALABAMA,Arab,7,43,516,0.00,0.24,4.08,12.73,46.22,3.00,0.84,5.16,61.94
ALABAMA,Ardmore,1378,0,2,5,10,31,0,2015,ALABAMA,Ardmore,1,8,41,0.00,1.45,3.63,7.26,22.50,0.00,0.73,5.81,29.75
ALABAMA,Argo,4214,0,0,0,14,18,4,2015,ALABAMA,Argo,1,1,36,0.00,0.00,0.00,3.32,4.27,0.95,0.24,0.24,8.54
ALABAMA,Ashford,2170,0,0,5,5,54,4,2015,ALABAMA,Ashford,0,5,63,0.00,0.00,2.30,2.30,24.88,1.84,0.00,2.30,29.03
ALABAMA,Ashland,1972,0,0,15,10,41,1,2015,ALABAMA,Ashland,1,16,52,0.00,0.00,7.61,5.07,20.79,0.51,0.51,8.11,26.37
ALABAMA,Ashville,2265,0,0,3,5,12,0,2015,ALABAMA,Ashville,1,4,17,0.00,0.00,1.32,2.21,5.30,0.00,0.44,1.77,7.51
ALABAMA,Athens,25192,0,9,5,77,520,8,2015,ALABAMA,Athens,0,14,605,0.00,0.36,0.20,3.06,20.64,0.32,0.00,0.56,24.02
ALABAMA,Atmore,9960,0,9,56,64,244,16,2015,ALABAMA,Atmore,5,70,324,0.00,0.90,5.62,6.43,24.50,1.61,0.50,7.03,32.53
ALABAMA,Attalla,5913,0,0,8,39,174,1,2015,ALABAMA,Attalla,0,8,214,0.00,0.00,1.35,6.60,29.43,0.17,0.00,1.35,36.19
ALABAMA,Auburn,62005,2,37,87,266,1271,84,2015,ALABAMA,Auburn,8,134,1621,0.03,0.60,1.40,4.29,20.50,1.35,0.13,2.16,26.14
ALABAMA,Bay Minette,9234,0,12,28,42,214,4,2015,ALABAMA,Bay Minette,2,42,260,0.00,1.30,3.03,4.55,23.18,0.43,0.22,4.55,28.16
ALABAMA,Bayou La Batre,2621,0,1,27,48,169,22,2015,ALABAMA,Bayou La Batre,8,36,239,0.00,0.38,10.30,18.31,64.48,8.39,3.05,13.74,91.19
ALABAMA,Bessemer,26828,7,117,336,567,1869,205,2015,ALABAMA,Bessemer,15,475,2641,0.26,4.36,12.52,21.13,69.67,7.64,0.56,17.71,98.44
ALABAMA,Birmingham,212291,79,1114,2355,3146,8838,1515,2015,ALABAMA,Birmingham,159,3707,13499,0.37,5.25,11.09,14.82,41.63,7.14,0.75,17.46,63.59
ALABAMA,Blountsville,1701,1,2,13,29,74,11,2015,ALABAMA,Blountsville,3,19,114,0.59,1.18,7.64,17.05,43.50,6.47,1.76,11.17,67.02
ALABAMA,Boaz,9740,0,3,98,80,356,28,2015,ALABAMA,Boaz,6,107,464,0.00,0.31,10.06,8.21,36.55,2.87,0.62,10.99,47.64
ALABAMA,Brent,4866,2,3,10,21,81,3,2015,ALABAMA,Brent,1,16,105,0.41,0.62,2.06,4.32,16.65,0.62,0.21,3.29,21.58
ALABAMA,Brewton,5389,0,7,39,27,179,22,2015,ALABAMA,Brewton,3,49,228,0.00,1.30,7.24,5.01,33.22,4.08,0.56,9.09,42.31
ALABAMA,Bridgeport,2362,0,0,12,1,8,1,2015,ALABAMA,Bridgeport,0,12,10,0.00,0.00,5.08,0.42,3.39,0.42,0.00,5.08,4.23
ALABAMA,Brighton,2870,6,12,39,33,73,12,2015,ALABAMA,Brighton,0,57,118,2.09,4.18,13.59,11.50,25.44,4.18,0.00,19.86,41.11
ALABAMA,Brookwood,1835,0,2,10,13,38,9,2015,ALABAMA,Brookwood,0,12,60,0.00,1.09,5.45,7.08,20.71,4.90,0.00,6.54,32.70
ALABAMA,Butler,1802,0,1,13,13,19,3,2015,ALABAMA,Butler,2,16,35,0.00,0.55,7.21,7.21,10.54,1.66,1.11,8.88,19.42
ALABAMA,Carbon Hill,1969,0,1,8,15,57,13,2015,ALABAMA,Carbon Hill,1,10,85,0.00,0.51,4.06,7.62,28.95,6.60,0.51,5.08,43.17
ALABAMA,Carrollton,982,0,0,2,3,8,3,2015,ALABAMA,Carrollton,0,2,14,0.00,0.00,2.04,3.05,8.15,3.05,0.00,2.04,14.26
ALABAMA,Cedar Bluff,1814,0,0,9,4,46,3,2015,ALABAMA,Cedar Bluff,1,10,53,0.00,0.00,4.96,2.21,25.36,1.65,0.55,5.51,29.22
ALABAMA,Centre,3622,0,3,15,36,140,12,2015,ALABAMA,Centre,3,21,188,0.00,0.83,4.14,9.94,38.65,3.31,0.83,5.80,51.91
ALABAMA,Chatom,1224,0,0,3,12,11,2,2015,ALABAMA,Chatom,3,6,25,0.00,0.00,2.45,9.80,8.99,1.63,2.45,4.90,20.42
ALABAMA,Chickasaw,5954,1,5,34,39,124,18,2015,ALABAMA,Chickasaw,6,46,181,0.17,0.84,5.71,6.55,20.83,3.02,1.01,7.73,30.40
ALABAMA,Childersburg,5044,1,12,60,81,224,6,2015,ALABAMA,Childersburg,1,74,311,0.20,2.38,11.90,16.06,44.41,1.19,0.20,14.67,61.66
ALABAMA,Citronelle,3881,1,5,41,53,128,22,2015,ALABAMA,Citronelle,4,51,203,0.26,1.29,10.56,13.66,32.98,5.67,1.03,13.14,52.31
ALABAMA,Clanton,8751,1,4,56,59,446,16,2015,ALABAMA,Clanton,0,61,521,0.11,0.46,6.40,6.74,50.97,1.83,0.00,6.97,59.54
ALABAMA,Clayton,2934,0,1,10,10,7,1,2015,ALABAMA,Clayton,1,12,18,0.00,0.34,3.41,3.41,2.39,0.34,0.34,4.09,6.13
ALABAMA,Coaling,1664,0,0,13,14,39,2,2015,ALABAMA,Coaling,3,16,55,0.00,0.00,7.81,8.41,23.44,1.20,1.80,9.62,33.05
ALABAMA,Columbiana,4223,0,0,11,25,81,1,2015,ALABAMA,Columbiana,2,13,107,0.00,0.00,2.60,5.92,19.18,0.24,0.47,3.08,25.34
ALABAMA,Cottonwood,1271,0,0,2,10,10,0,2015,ALABAMA,Cottonwood,0,2,20,0.00,0.00,1.57,7.87,7.87,0.00,0.00,1.57,15.74
ALABAMA,Creola,1947,0,0,6,13,25,8,2015,ALABAMA,Creola,0,6,46,0.00,0.00,3.08,6.68,12.84,4.11,0.00,3.08,23.63
ALABAMA,Cullman,15229,0,8,19,72,466,30,2015,ALABAMA,Cullman,6,33,568,0.00,0.53,1.25,4.73,30.60,1.97,0.39,2.17,37.30
ALABAMA,Dadeville,3176,0,4,23,14,72,8,2015,ALABAMA,Dadeville,2,29,94,0.00,1.26,7.24,4.41,22.67,2.52,0.63,9.13,29.60
ALABAMA,Daleville,5103,0,2,10,22,75,5,2015,ALABAMA,Daleville,2,14,102,0.00,0.39,1.96,4.31,14.70,0.98,0.39,2.74,19.99
ALABAMA,Daphne,25087,2,4,22,76,437,16,2015,ALABAMA,Daphne,4,32,529,0.08,0.16,0.88,3.03,17.42,0.64,0.16,1.28,21.09
ALABAMA,Dauphin Island,1244,0,0,3,9,34,1,2015,ALABAMA,Dauphin Island,0,3,44,0.00,0.00,2.41,7.23,27.33,0.80,0.00,2.41,35.37
ALABAMA,Decatur,55483,5,48,92,469,1754,143,2015,ALABAMA,Decatur,17,162,2366,0.09,0.87,1.66,8.45,31.61,2.58,0.31,2.92,42.64
ALABAMA,Demopolis,7115,1,6,36,47,220,4,2015,ALABAMA,Demopolis,4,47,271,0.14,0.84,5.06,6.61,30.92,0.56,0.56,6.61,38.09
ALABAMA,Dora,1955,0,3,10,11,72,9,2015,ALABAMA,Dora,2,15,92,0.00,1.53,5.12,5.63,36.83,4.60,1.02,7.67,47.06
ALABAMA,Dothan,68997,1,64,199,461,1609,101,2015,ALABAMA,Dothan,10,274,2171,0.01,0.93,2.88,6.68,23.32,1.46,0.14,3.97,31.47
ALABAMA,Double Springs,1065,0,1,7,7,9,3,2015,ALABAMA,Double Springs,0,8,19,0.00,0.94,6.57,6.57,8.45,2.82,0.00,7.51,17.84
ALABAMA,Douglas,760,0,0,3,11,33,6,2015,ALABAMA,Douglas,0,3,50,0.00,0.00,3.95,14.47,43.42,7.89,0.00,3.95,65.79
ALABAMA,East Brewton,2413,1,1,17,10,30,2,2015,ALABAMA,East Brewton,1,20,42,0.41,0.41,7.05,4.14,12.43,0.83,0.41,8.29,17.41
ALABAMA,Eclectic,1018,0,0,3,10,42,1,2015,ALABAMA,Eclectic,1,4,53,0.00,0.00,2.95,9.82,41.26,0.98,0.98,3.93,52.06
ALABAMA,Elba,3879,0,1,18,30,72,7,2015,ALABAMA,Elba,3,22,109,0.00,0.26,4.64,7.73,18.56,1.80,0.77,5.67,28.10
ALABAMA,Enterprise,28028,0,12,63,173,733,61,2015,ALABAMA,Enterprise,15,90,967,0.00,0.43,2.25,6.17,26.15,2.18,0.54,3.21,34.50
ALABAMA,Eufaula,12710,1,10,40,103,304,21,2015,ALABAMA,Eufaula,10,61,428,0.08,0.79,3.15,8.10,23.92,1.65,0.79,4.80,33.67
ALABAMA,Evergreen,3731,0,8,32,42,125,8,2015,ALABAMA,Evergreen,6,46,175,0.00,2.14,8.58,11.26,33.50,2.14,1.61,12.33,46.90
ALABAMA,Fairhope,18821,0,4,33,85,413,20,2015,ALABAMA,Fairhope,2,39,518,0.00,0.21,1.75,4.52,21.94,1.06,0.11,2.07,27.52
ALABAMA,Falkville,1268,0,1,8,9,30,1,2015,ALABAMA,Falkville,0,9,40,0.00,0.79,6.31,7.10,23.66,0.79,0.00,7.10,31.55
ALABAMA,Fayette,4500,0,0,8,17,48,8,2015,ALABAMA,Fayette,1,9,73,0.00,0.00,1.78,3.78,10.67,1.78,0.22,2.00,16.22
ALABAMA,Flomaton,1411,0,1,15,16,43,6,2015,ALABAMA,Flomaton,2,18,65,0.00,0.71,10.63,11.34,30.47,4.25,1.42,12.76,46.07
ALABAMA,Florence,40433,0,23,125,295,1147,76,2015,ALABAMA,Florence,21,169,1518,0.00,0.57,3.09,7.30,28.37,1.88,0.52,4.18,37.54
ALABAMA,Foley,16644,0,11,35,84,538,11,2015,ALABAMA,Foley,5,51,633,0.00,0.66,2.10,5.05,32.32,0.66,0.30,3.06,38.03
ALABAMA,Fultondale,9044,0,1,7,19,117,4,2015,ALABAMA,Fultondale,0,8,140,0.00,0.11,0.77,2.10,12.94,0.44,0.00,0.88,15.48
ALABAMA,Gadsden,36148,3,80,249,499,2048,177,2015,ALABAMA,Gadsden,32,364,2724,0.08,2.21,6.89,13.80,56.66,4.90,0.89,10.07,75.36
