state,city,population,murder_and_nonnegligent_manslaughter,robbery,aggravated_assault,burglary,larceny_theft,motor_vehicle_theft,year,state_original,city_original,forcible_rape,violent_crimes,property_crimes,murder_and_nonnegligent_manslaughter_per_capita,robbery_per_capita,aggravated_assault_per_capita,burglary_per_capita,larceny_theft_per_capita,motor_vehicle_theft_per_capita,forcible_rape_per_capita,violent_crimes_per_capita,property_crimes_per_capita
TEXAS,Pearsall,10151,0,3,12,56,121,5,2016,TEXAS,Pearsall,1,16,182,0.00,0.30,1.18,5.52,11.92,0.49,0.10,1.58,17.93
TEXAS,Pecos,9669,1,2,49,31,158,2,2016,TEXAS,Pecos,6,58,191,0.10,0.21,5.07,3.21,16.34,0.21,0.62,6.00,19.75
TEXAS,Pelican Bay,1653,1,1,0,4,2,1,2016,TEXAS,Pelican Bay,0,2,7,0.60,0.60,0.00,2.42,1.21,0.60,0.00,1.21,4.23
TEXAS,Penitas,4785,0,1,19,15,79,9,2016,TEXAS,Penitas,2,22,103,0.00,0.21,3.97,3.13,16.51,1.88,0.42,4.60,21.53
TEXAS,Pflugerville,58975,2,28,93,119,789,40,2016,TEXAS,Pflugerville,21,144,948,0.03,0.47,1.58,2.02,13.38,0.68,0.36,2.44,16.07
TEXAS,Pharr,77744,1,35,167,292,1431,84,2016,TEXAS,Pharr,25,228,1807,0.01,0.45,2.15,3.76,18.41,1.08,0.32,2.93,23.24
TEXAS,Pilot Point,4140,1,2,6,14,21,4,2016,TEXAS,Pilot Point,3,12,39,0.24,0.48,1.45,3.38,5.07,0.97,0.72,2.90,9.42
TEXAS,Pinehurst,2078,0,1,7,4,48,4,2016,TEXAS,Pinehurst,0,8,56,0.00,0.48,3.37,1.92,23.10,1.92,0.00,3.85,26.95
TEXAS,Pittsburg,4622,0,2,21,24,99,4,2016,TEXAS,Pittsburg,2,25,127,0.00,0.43,4.54,5.19,21.42,0.87,0.43,5.41,27.48
TEXAS,Plainview,20667,0,6,44,130,602,38,2016,TEXAS,Plainview,9,59,770,0.00,0.29,2.13,6.29,29.13,1.84,0.44,2.85,37.26
TEXAS,Plano,288242,5,109,208,903,4181,395,2016,TEXAS,Plano,77,399,5479,0.02,0.38,0.72,3.13,14.51,1.37,0.27,1.38,19.01
TEXAS,Pleasanton,10013,2,8,19,97,378,24,2016,TEXAS,Pleasanton,5,34,499,0.20,0.80,1.90,9.69,37.75,2.40,0.50,3.40,49.84
TEXAS,Ponder,1559,0,0,1,2,16,1,2016,TEXAS,Ponder,3,4,19,0.00,0.00,0.64,1.28,10.26,0.64,1.92,2.57,12.19
TEXAS,Port Aransas,4055,1,3,10,36,362,32,2016,TEXAS,Port Aransas,3,17,430,0.25,0.74,2.47,8.88,89.27,7.89,0.74,4.19,106.04
TEXAS,Port Arthur,55510,5,105,234,580,1123,126,2016,TEXAS,Port Arthur,18,362,1829,0.09,1.89,4.22,10.45,20.23,2.27,0.32,6.52,32.95
TEXAS,Port Isabel,5015,0,1,37,26,199,12,2016,TEXAS,Port Isabel,2,40,237,0.00,0.20,7.38,5.18,39.68,2.39,0.40,7.98,47.26
TEXAS,Portland,16340,1,3,12,55,458,26,2016,TEXAS,Portland,5,21,539,0.06,0.18,0.73,3.37,28.03,1.59,0.31,1.29,32.99
TEXAS,Port Lavaca,12458,2,6,85,144,266,19,2016,TEXAS,Port Lavaca,19,112,429,0.16,0.48,6.82,11.56,21.35,1.53,1.53,8.99,34.44
TEXAS,Port Neches,12741,0,4,42,34,122,18,2016,TEXAS,Port Neches,5,51,174,0.00,0.31,3.30,2.67,9.58,1.41,0.39,4.00,13.66
TEXAS,Poteet,3450,0,1,3,24,107,9,2016,TEXAS,Poteet,1,5,140,0.00,0.29,0.87,6.96,31.01,2.61,0.29,1.45,40.58
TEXAS,Poth,2220,0,0,1,7,6,0,2016,TEXAS,Poth,0,1,13,0.00,0.00,0.45,3.15,2.70,0.00,0.00,0.45,5.86
TEXAS,Pottsboro,2267,0,1,0,1,6,1,2016,TEXAS,Pottsboro,1,2,8,0.00,0.44,0.00,0.44,2.65,0.44,0.44,0.88,3.53
TEXAS,Prairie View,6538,0,1,6,16,17,1,2016,TEXAS,Prairie View,0,7,34,0.00,0.15,0.92,2.45,2.60,0.15,0.00,1.07,5.20
TEXAS,Presidio,3802,0,0,1,4,11,1,2016,TEXAS,Presidio,0,1,16,0.00,0.00,0.26,1.05,2.89,0.26,0.00,0.26,4.21
TEXAS,Primera,4748,0,0,2,9,10,1,2016,TEXAS,Primera,0,2,20,0.00,0.00,0.42,1.90,2.11,0.21,0.00,0.42,4.21
TEXAS,Princeton,9426,0,1,17,20,163,5,2016,TEXAS,Princeton,1,19,188,0.00,0.11,1.80,2.12,17.29,0.53,0.11,2.02,19.94
TEXAS,Prosper,17634,0,4,4,37,188,2,2016,TEXAS,Prosper,3,11,227,0.00,0.23,0.23,2.10,10.66,0.11,0.17,0.62,12.87
TEXAS,Queen City,1466,0,0,15,4,15,4,2016,TEXAS,Queen City,1,16,23,0.00,0.00,10.23,2.73,10.23,2.73,0.68,10.91,15.69
TEXAS,Quitman,1830,0,1,5,12,23,2,2016,TEXAS,Quitman,1,7,37,0.00,0.55,2.73,6.56,12.57,1.09,0.55,3.83,20.22
TEXAS,Ralls,1890,0,0,2,0,0,0,2016,TEXAS,Ralls,0,2,0,0.00,0.00,1.06,0.00,0.00,0.00,0.00,1.06,0.00
TEXAS,Rancho Viejo,2502,0,0,0,6,5,1,2016,TEXAS,Rancho Viejo,0,0,12,0.00,0.00,0.00,2.40,2.00,0.40,0.00,0.00,4.80
TEXAS,Ranger,2463,1,0,18,14,30,3,2016,TEXAS,Ranger,1,20,47,0.41,0.00,7.31,5.68,12.18,1.22,0.41,8.12,19.08
TEXAS,Raymondville,11104,0,4,69,92,277,5,2016,TEXAS,Raymondville,7,80,374,0.00,0.36,6.21,8.29,24.95,0.45,0.63,7.20,33.68
TEXAS,Red Oak,12278,0,15,8,140,212,30,2016,TEXAS,Red Oak,0,23,382,0.00,1.22,0.65,11.40,17.27,2.44,0.00,1.87,31.11
TEXAS,Refugio,2850,0,1,22,6,14,2,2016,TEXAS,Refugio,0,23,22,0.00,0.35,7.72,2.11,4.91,0.70,0.00,8.07,7.72
TEXAS,Reno,3302,0,0,2,12,51,0,2016,TEXAS,Reno,0,2,63,0.00,0.00,0.61,3.63,15.45,0.00,0.00,0.61,19.08
TEXAS,Richardson,113216,5,71,64,389,1874,210,2016,TEXAS,Richardson,16,156,2473,0.04,0.63,0.57,3.44,16.55,1.85,0.14,1.38,21.84
TEXAS,Richland Hills,8159,0,5,7,38,197,21,2016,TEXAS,Richland Hills,7,19,256,0.00,0.61,0.86,4.66,24.15,2.57,0.86,2.33,31.38
TEXAS,Richmond,12245,2,10,31,59,193,15,2016,TEXAS,Richmond,0,43,267,0.16,0.82,2.53,4.82,15.76,1.22,0.00,3.51,21.80
TEXAS,Richwood,3895,0,0,3,5,27,2,2016,TEXAS,Richwood,0,3,34,0.00,0.00,0.77,1.28,6.93,0.51,0.00,0.77,8.73
TEXAS,Riesel,1021,0,0,1,5,4,0,2016,TEXAS,Riesel,0,1,9,0.00,0.00,0.98,4.90,3.92,0.00,0.00,0.98,8.81
TEXAS,Rio Bravo,4819,0,0,0,0,0,0,2016,TEXAS,Rio Bravo,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TEXAS,Rio Grande City,14518,0,4,13,30,162,35,2016,TEXAS,Rio Grande City,0,17,227,0.00,0.28,0.90,2.07,11.16,2.41,0.00,1.17,15.64
TEXAS,Rio Hondo,2453,0,0,3,10,22,0,2016,TEXAS,Rio Hondo,1,4,32,0.00,0.00,1.22,4.08,8.97,0.00,0.41,1.63,13.05
TEXAS,River Oaks,7782,0,3,10,32,85,9,2016,TEXAS,River Oaks,0,13,126,0.00,0.39,1.29,4.11,10.92,1.16,0.00,1.67,16.19
TEXAS,Roanoke,7707,0,2,4,10,125,11,2016,TEXAS,Roanoke,2,8,146,0.00,0.26,0.52,1.30,16.22,1.43,0.26,1.04,18.94
TEXAS,Robinson,11674,0,1,25,20,75,3,2016,TEXAS,Robinson,3,29,98,0.00,0.09,2.14,1.71,6.42,0.26,0.26,2.48,8.39
TEXAS,Robstown,11596,2,7,193,147,235,15,2016,TEXAS,Robstown,0,202,397,0.17,0.60,16.64,12.68,20.27,1.29,0.00,17.42,34.24
TEXAS,Rockdale,5619,0,0,9,55,95,5,2016,TEXAS,Rockdale,4,13,155,0.00,0.00,1.60,9.79,16.91,0.89,0.71,2.31,27.58
TEXAS,Rockport,10725,1,6,26,165,409,17,2016,TEXAS,Rockport,5,38,591,0.09,0.56,2.42,15.38,38.14,1.59,0.47,3.54,55.10
TEXAS,Rockwall,43542,0,5,21,63,660,77,2016,TEXAS,Rockwall,14,40,800,0.00,0.11,0.48,1.45,15.16,1.77,0.32,0.92,18.37
TEXAS,Rollingwood,1570,0,0,0,2,4,0,2016,TEXAS,Rollingwood,0,0,6,0.00,0.00,0.00,1.27,2.55,0.00,0.00,0.00,3.82
TEXAS,Roma,10310,0,0,16,29,94,21,2016,TEXAS,Roma,3,19,144,0.00,0.00,1.55,2.81,9.12,2.04,0.29,1.84,13.97
TEXAS,Roman Forest,1910,0,0,0,2,9,2,2016,TEXAS,Roman Forest,0,0,13,0.00,0.00,0.00,1.05,4.71,1.05,0.00,0.00,6.81
TEXAS,Rosenberg,36360,2,21,65,160,396,62,2016,TEXAS,Rosenberg,19,107,618,0.06,0.58,1.79,4.40,10.89,1.71,0.52,2.94,17.00
TEXAS,Round Rock,119308,0,44,98,303,2270,80,2016,TEXAS,Round Rock,31,173,2653,0.00,0.37,0.82,2.54,19.03,0.67,0.26,1.45,22.24
TEXAS,Rowlett,61047,0,16,57,172,711,32,2016,TEXAS,Rowlett,18,91,915,0.00,0.26,0.93,2.82,11.65,0.52,0.29,1.49,14.99
TEXAS,Royse City,11914,1,3,11,18,92,10,2016,TEXAS,Royse City,2,17,120,0.08,0.25,0.92,1.51,7.72,0.84,0.17,1.43,10.07
TEXAS,Runaway Bay,1433,0,0,0,0,2,0,2016,TEXAS,Runaway Bay,1,1,2,0.00,0.00,0.00,0.00,1.40,0.00,0.70,0.70,1.40
TEXAS,Sabinal,1721,0,1,1,2,35,0,2016,TEXAS,Sabinal,0,2,37,0.00,0.58,0.58,1.16,20.34,0.00,0.00,1.16,21.50
TEXAS,Sachse,25467,0,1,5,40,267,16,2016,TEXAS,Sachse,6,12,323,0.00,0.04,0.20,1.57,10.48,0.63,0.24,0.47,12.68
TEXAS,Saginaw,22540,1,6,16,68,361,47,2016,TEXAS,Saginaw,16,39,476,0.04,0.27,0.71,3.02,16.02,2.09,0.71,1.73,21.12
TEXAS,Salado,2140,0,0,2,8,15,3,2016,TEXAS,Salado,1,3,26,0.00,0.00,0.93,3.74,7.01,1.40,0.47,1.40,12.15
TEXAS,San Angelo,101870,6,54,253,875,3839,277,2016,TEXAS,San Angelo,58,371,4991,0.06,0.53,2.48,8.59,37.69,2.72,0.57,3.64,48.99
TEXAS,San Antonio,1498642,149,2232,7183,12235,58318,7233,2016,TEXAS,San Antonio,1190,10754,77786,0.10,1.49,4.79,8.16,38.91,4.83,0.79,7.18,51.90
TEXAS,San Augustine,1989,0,1,2,6,4,0,2016,TEXAS,San Augustine,0,3,10,0.00,0.50,1.01,3.02,2.01,0.00,0.00,1.51,5.03
TEXAS,San Benito,24535,0,12,30,194,762,23,2016,TEXAS,San Benito,39,81,979,0.00,0.49,1.22,7.91,31.06,0.94,1.59,3.30,39.90
TEXAS,San Diego,4350,0,0,11,3,0,0,2016,TEXAS,San Diego,0,11,3,0.00,0.00,2.53,0.69,0.00,0.00,0.00,2.53,0.69
TEXAS,Sanger,7913,0,1,6,21,83,9,2016,TEXAS,Sanger,3,10,113,0.00,0.13,0.76,2.65,10.49,1.14,0.38,1.26,14.28
TEXAS,San Marcos,64380,1,56,112,321,1466,217,2016,TEXAS,San Marcos,58,227,2004,0.02,0.87,1.74,4.99,22.77,3.37,0.90,3.53,31.13
TEXAS,San Saba,3004,0,0,2,0,1,0,2016,TEXAS,San Saba,0,2,1,0.00,0.00,0.67,0.00,0.33,0.00,0.00,0.67,0.33
TEXAS,Santa Anna,1022,0,0,1,4,4,0,2016,TEXAS,Santa Anna,4,5,8,0.00,0.00,0.98,3.91,3.91,0.00,3.91,4.89,7.83
TEXAS,Santa Fe,13172,0,3,10,42,134,20,2016,TEXAS,Santa Fe,10,23,196,0.00,0.23,0.76,3.19,10.17,1.52,0.76,1.75,14.88
TEXAS,Santa Rosa,2875,0,0,1,2,19,1,2016,TEXAS,Santa Rosa,1,2,22,0.00,0.00,0.35,0.70,6.61,0.35,0.35,0.70,7.65
TEXAS,Schertz,39225,0,6,60,105,570,54,2016,TEXAS,Schertz,19,85,729,0.00,0.15,1.53,2.68,14.53,1.38,0.48,2.17,18.59
TEXAS,Schulenburg,2941,0,3,19,15,50,2,2016,TEXAS,Schulenburg,1,23,67,0.00,1.02,6.46,5.10,17.00,0.68,0.34,7.82,22.78
TEXAS,Seabrook,14091,0,5,11,24,160,27,2016,TEXAS,Seabrook,5,21,211,0.00,0.35,0.78,1.70,11.35,1.92,0.35,1.49,14.97
TEXAS,Seagoville,16085,0,12,5,93,276,97,2016,TEXAS,Seagoville,0,17,466,0.00,0.75,0.31,5.78,17.16,6.03,0.00,1.06,28.97
TEXAS,Seagraves,2836,0,0,9,24,20,2,2016,TEXAS,Seagraves,0,9,46,0.00,0.00,3.17,8.46,7.05,0.71,0.00,3.17,16.22
TEXAS,Sealy,6469,0,6,15,68,107,6,2016,TEXAS,Sealy,0,21,181,0.00,0.93,2.32,10.51,16.54,0.93,0.00,3.25,27.98
TEXAS,Seguin,28319,4,15,66,173,869,34,2016,TEXAS,Seguin,26,111,1076,0.14,0.53,2.33,6.11,30.69,1.20,0.92,3.92,38.00
TEXAS,Selma,10027,1,7,18,38,312,11,2016,TEXAS,Selma,5,31,361,0.10,0.70,1.80,3.79,31.12,1.10,0.50,3.09,36.00
TEXAS,Seminole,7656,0,0,0,13,105,3,2016,TEXAS,Seminole,0,0,121,0.00,0.00,0.00,1.70,13.71,0.39,0.00,0.00,15.80
TEXAS,Seven Points,1447,0,0,7,9,14,11,2016,TEXAS,Seven Points,0,7,34,0.00,0.00,4.84,6.22,9.68,7.60,0.00,4.84,23.50
TEXAS,Seymour,2636,0,0,7,7,32,1,2016,TEXAS,Seymour,1,8,40,0.00,0.00,2.66,2.66,12.14,0.38,0.38,3.03,15.17
TEXAS,Shallowater,2568,0,1,0,15,9,4,2016,TEXAS,Shallowater,0,1,28,0.00,0.39,0.00,5.84,3.50,1.56,0.00,0.39,10.90
TEXAS,Shamrock,2007,0,1,4,6,10,1,2016,TEXAS,Shamrock,0,5,17,0.00,0.50,1.99,2.99,4.98,0.50,0.00,2.49,8.47
TEXAS,Shavano Park,3631,0,0,0,17,62,2,2016,TEXAS,Shavano Park,0,0,81,0.00,0.00,0.00,4.68,17.08,0.55,0.00,0.00,22.31
TEXAS,Shenandoah,2914,1,5,0,14,250,13,2016,TEXAS,Shenandoah,0,6,277,0.34,1.72,0.00,4.80,85.79,4.46,0.00,2.06,95.06
TEXAS,Sherman,41139,4,23,80,297,866,88,2016,TEXAS,Sherman,20,127,1251,0.10,0.56,1.94,7.22,21.05,2.14,0.49,3.09,30.41
TEXAS,Shiner,2152,0,1,1,2,14,0,2016,TEXAS,Shiner,0,2,16,0.00,0.46,0.46,0.93,6.51,0.00,0.00,0.93,7.43
TEXAS,Shoreacres,1624,0,0,3,5,7,0,2016,TEXAS,Shoreacres,0,3,12,0.00,0.00,1.85,3.08,4.31,0.00,0.00,1.85,7.39
TEXAS,Silsbee,6693,0,1,13,29,138,3,2016,TEXAS,Silsbee,0,14,170,0.00,0.15,1.94,4.33,20.62,0.45,0.00,2.09,25.40
TEXAS,Sinton,5756,0,0,50,39,140,5,2016,TEXAS,Sinton,3,53,184,0.00,0.00,8.69,6.78,24.32,0.87,0.52,9.21,31.97
TEXAS,Slaton,6061,1,6,14,20,84,5,2016,TEXAS,Slaton,2,23,109,0.16,0.99,2.31,3.30,13.86,0.82,0.33,3.79,17.98
TEXAS,Smithville,4159,0,4,11,22,104,11,2016,TEXAS,Smithville,4,19,137,0.00,0.96,2.64,5.29,25.01,2.64,0.96,4.57,32.94
TEXAS,Snyder,11882,0,0,7,74,227,4,2016,TEXAS,Snyder,2,9,305,0.00,0.00,0.59,6.23,19.10,0.34,0.17,0.76,25.67
TEXAS,Socorro,33447,0,7,32,42,237,24,2016,TEXAS,Socorro,5,44,303,0.00,0.21,0.96,1.26,7.09,0.72,0.15,1.32,9.06
TEXAS,Somerset,1814,0,0,3,7,16,6,2016,TEXAS,Somerset,0,3,29,0.00,0.00,1.65,3.86,8.82,3.31,0.00,1.65,15.99
TEXAS,Sonora,2841,0,0,0,14,29,0,2016,TEXAS,Sonora,2,2,43,0.00,0.00,0.00,4.93,10.21,0.00,0.70,0.70,15.14
TEXAS,Sour Lake,1765,0,0,1,8,20,7,2016,TEXAS,Sour Lake,0,1,35,0.00,0.00,0.57,4.53,11.33,3.97,0.00,0.57,19.83
TEXAS,South Houston,17650,1,34,49,70,286,140,2016,TEXAS,South Houston,5,89,496,0.06,1.93,2.78,3.97,16.20,7.93,0.28,5.04,28.10
TEXAS,Southlake,30644,2,4,13,52,330,14,2016,TEXAS,Southlake,0,19,396,0.07,0.13,0.42,1.70,10.77,0.46,0.00,0.62,12.92
TEXAS,South Padre Island,2895,0,5,28,39,421,26,2016,TEXAS,South Padre Island,16,49,486,0.00,1.73,9.67,13.47,145.42,8.98,5.53,16.93,167.88
TEXAS,Southside Place,1859,0,1,0,1,25,1,2016,TEXAS,Southside Place,0,1,27,0.00,0.54,0.00,0.54,13.45,0.54,0.00,0.54,14.52
TEXAS,Spearman,3378,0,0,0,0,0,0,2016,TEXAS,Spearman,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TEXAS,Splendora,1697,0,0,3,9,14,5,2016,TEXAS,Splendora,0,3,28,0.00,0.00,1.77,5.30,8.25,2.95,0.00,1.77,16.50
TEXAS,Springtown,2841,0,0,2,10,40,2,2016,TEXAS,Springtown,2,4,52,0.00,0.00,0.70,3.52,14.08,0.70,0.70,1.41,18.30
TEXAS,Spring Valley,4289,0,0,6,21,119,5,2016,TEXAS,Spring Valley,0,6,145,0.00,0.00,1.40,4.90,27.75,1.17,0.00,1.40,33.81
TEXAS,Spur,1183,0,1,10,6,2,5,2016,TEXAS,Spur,0,11,13,0.00,0.85,8.45,5.07,1.69,4.23,0.00,9.30,10.99
TEXAS,Stafford,18602,2,35,46,113,548,52,2016,TEXAS,Stafford,13,96,713,0.11,1.88,2.47,6.07,29.46,2.80,0.70,5.16,38.33
TEXAS,Stagecoach,589,0,0,0,0,0,0,2016,TEXAS,Stagecoach,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
TEXAS,Stamford,2944,1,0,6,21,29,9,2016,TEXAS,Stamford,0,7,59,0.34,0.00,2.04,7.13,9.85,3.06,0.00,2.38,20.04
TEXAS,Stanton,3032,0,1,3,2,41,1,2016,TEXAS,Stanton,3,7,44,0.00,0.33,0.99,0.66,13.52,0.33,0.99,2.31,14.51
TEXAS,Stephenville,20787,0,3,18,69,367,22,2016,TEXAS,Stephenville,8,29,458,0.00,0.14,0.87,3.32,17.66,1.06,0.38,1.40,22.03
TEXAS,Stratford,2085,0,1,4,2,2,0,2016,TEXAS,Stratford,0,5,4,0.00,0.48,1.92,0.96,0.96,0.00,0.00,2.40,1.92
TEXAS,Sugar Land,90088,0,43,18,250,1162,48,2016,TEXAS,Sugar Land,16,77,1460,0.00,0.48,0.20,2.78,12.90,0.53,0.18,0.85,16.21
TEXAS,Sullivan City,4223,0,2,15,15,43,0,2016,TEXAS,Sullivan City,0,17,58,0.00,0.47,3.55,3.55,10.18,0.00,0.00,4.03,13.73
TEXAS,Sulphur Springs,16227,0,6,18,36,196,20,2016,TEXAS,Sulphur Springs,5,29,252,0.00,0.37,1.11,2.22,12.08,1.23,0.31,1.79,15.53
TEXAS,Sunrise Beach Village,734,0,0,1,4,4,0,2016,TEXAS,Sunrise Beach Village,0,1,8,0.00,0.00,1.36,5.45,5.45,0.00,0.00,1.36,10.90
TEXAS,Surfside Beach,557,0,0,3,9,9,2,2016,TEXAS,Surfside Beach,0,3,20,0.00,0.00,5.39,16.16,16.16,3.59,0.00,5.39,35.91
TEXAS,Sweeny,3780,0,2,4,21,91,6,2016,TEXAS,Sweeny,5,11,118,0.00,0.53,1.06,5.56,24.07,1.59,1.32,2.91,31.22
TEXAS,Sweetwater,10785,1,11,34,200,354,27,2016,TEXAS,Sweetwater,3,49,581,0.09,1.02,3.15,18.54,32.82,2.50,0.28,4.54,53.87
TEXAS,Taft,3104,0,0,9,9,54,0,2016,TEXAS,Taft,0,9,63,0.00,0.00,2.90,2.90,17.40,0.00,0.00,2.90,20.30
TEXAS,Tahoka,2551,0,0,4,10,23,5,2016,TEXAS,Tahoka,2,6,38,0.00,0.00,1.57,3.92,9.02,1.96,0.78,2.35,14.90
TEXAS,Tatum,1378,0,1,1,7,18,1,2016,TEXAS,Tatum,0,2,26,0.00,0.73,0.73,5.08,13.06,0.73,0.00,1.45,18.87
TEXAS,Taylor,16979,0,5,24,100,312,20,2016,TEXAS,Taylor,3,32,432,0.00,0.29,1.41,5.89,18.38,1.18,0.18,1.88,25.44
TEXAS,Teague,3575,0,1,7,26,37,8,2016,TEXAS,Teague,5,13,71,0.00,0.28,1.96,7.27,10.35,2.24,1.40,3.64,19.86
TEXAS,Temple,73411,7,89,96,493,1620,185,2016,TEXAS,Temple,34,226,2298,0.10,1.21,1.31,6.72,22.07,2.52,0.46,3.08,31.30
TEXAS,Terrell,17211,0,21,68,158,621,62,2016,TEXAS,Terrell,14,103,841,0.00,1.22,3.95,9.18,36.08,3.60,0.81,5.98,48.86
TEXAS,Terrell Hills,5369,0,2,1,29,90,4,2016,TEXAS,Terrell Hills,1,4,123,0.00,0.37,0.19,5.40,16.76,0.75,0.19,0.75,22.91
TEXAS,Texarkana,37442,4,44,243,338,1405,132,2016,TEXAS,Texarkana,23,314,1875,0.11,1.18,6.49,9.03,37.52,3.53,0.61,8.39,50.08
TEXAS,Texas City,48095,2,63,151,324,1349,86,2016,TEXAS,Texas City,33,249,1759,0.04,1.31,3.14,6.74,28.05,1.79,0.69,5.18,36.57
TEXAS,the Colony,42925,1,6,29,79,376,27,2016,TEXAS,the Colony,28,64,482,0.02,0.14,0.68,1.84,8.76,0.63,0.65,1.49,11.23
TEXAS,Thorndale,1313,0,0,3,5,12,0,2016,TEXAS,Thorndale,0,3,17,0.00,0.00,2.28,3.81,9.14,0.00,0.00,2.28,12.95
TEXAS,Thrall,936,0,0,3,1,7,0,2016,TEXAS,Thrall,3,6,8,0.00,0.00,3.21,1.07,7.48,0.00,3.21,6.41,8.55
TEXAS,Three Rivers,1996,0,0,9,6,26,1,2016,TEXAS,Three Rivers,1,10,33,0.00,0.00,4.51,3.01,13.03,0.50,0.50,5.01,16.53
TEXAS,Tioga,874,0,0,2,6,6,2,2016,TEXAS,Tioga,1,3,14,0.00,0.00,2.29,6.86,6.86,2.29,1.14,3.43,16.02
TEXAS,Tomball,11700,0,13,24,59,288,47,2016,TEXAS,Tomball,9,46,394,0.00,1.11,2.05,5.04,24.62,4.02,0.77,3.93,33.68
TEXAS,Tool,2274,0,0,1,8,8,7,2016,TEXAS,Tool,1,2,23,0.00,0.00,0.44,3.52,3.52,3.08,0.44,0.88,10.11
TEXAS,Trophy Club,12645,0,0,10,8,69,3,2016,TEXAS,Trophy Club,1,11,80,0.00,0.00,0.79,0.63,5.46,0.24,0.08,0.87,6.33
TEXAS,Troy,1883,0,0,0,9,27,0,2016,TEXAS,Troy,0,0,36,0.00,0.00,0.00,4.78,14.34,0.00,0.00,0.00,19.12
TEXAS,Tulia,4716,0,3,34,16,78,1,2016,TEXAS,Tulia,8,45,95,0.00,0.64,7.21,3.39,16.54,0.21,1.70,9.54,20.14
TEXAS,Tye,1263,0,1,0,5,26,0,2016,TEXAS,Tye,0,1,31,0.00,0.79,0.00,3.96,20.59,0.00,0.00,0.79,24.54
TEXAS,Universal City,20275,0,14,15,98,373,51,2016,TEXAS,Universal City,5,34,522,0.00,0.69,0.74,4.83,18.40,2.52,0.25,1.68,25.75
TEXAS,University Park,25103,0,13,2,33,253,17,2016,TEXAS,University Park,1,16,303,0.00,0.52,0.08,1.31,10.08,0.68,0.04,0.64,12.07
TEXAS,Uvalde,16619,0,5,33,82,543,15,2016,TEXAS,Uvalde,9,47,640,0.00,0.30,1.99,4.93,32.67,0.90,0.54,2.83,38.51
TEXAS,Van,2695,0,0,1,11,31,6,2016,TEXAS,Van,1,2,48,0.00,0.00,0.37,4.08,11.50,2.23,0.37,0.74,17.81
TEXAS,Van Alstyne,3406,0,0,7,6,23,6,2016,TEXAS,Van Alstyne,1,8,35,0.00,0.00,2.06,1.76,6.75,1.76,0.29,2.35,10.28
TEXAS,Venus,3366,0,0,4,5,21,3,2016,TEXAS,Venus,1,5,29,0.00,0.00,1.19,1.49,6.24,0.89,0.30,1.49,8.62
TEXAS,Vernon,10495,0,4,45,69,249,12,2016,TEXAS,Vernon,11,60,330,0.00,0.38,4.29,6.57,23.73,1.14,1.05,5.72,31.44
TEXAS,Vidor,10991,0,4,32,81,258,31,2016,TEXAS,Vidor,0,36,370,0.00,0.36,2.91,7.37,23.47,2.82,0.00,3.28,33.66
TEXAS,Waco,133790,4,156,409,1087,3648,147,2016,TEXAS,Waco,126,695,4882,0.03,1.17,3.06,8.12,27.27,1.10,0.94,5.19,36.49
TEXAS,Wake Village,5466,0,4,3,18,106,6,2016,TEXAS,Wake Village,0,7,130,0.00,0.73,0.55,3.29,19.39,1.10,0.00,1.28,23.78
TEXAS,Waller,2559,0,1,7,19,40,6,2016,TEXAS,Waller,0,8,65,0.00,0.39,2.74,7.42,15.63,2.34,0.00,3.13,25.40
TEXAS,Wallis,1303,0,0,4,6,4,1,2016,TEXAS,Wallis,0,4,11,0.00,0.00,3.07,4.60,3.07,0.77,0.00,3.07,8.44
TEXAS,Watauga,24725,1,8,20,55,353,18,2016,TEXAS,Watauga,17,46,426,0.04,0.32,0.81,2.22,14.28,0.73,0.69,1.86,17.23
TEXAS,Waxahachie,34152,0,14,38,110,712,52,2016,TEXAS,Waxahachie,0,52,874,0.00,0.41,1.11,3.22,20.85,1.52,0.00,1.52,25.59
TEXAS,Weatherford,29422,0,9,29,82,502,31,2016,TEXAS,Weatherford,14,52,615,0.00,0.31,0.99,2.79,17.06,1.05,0.48,1.77,20.90
TEXAS,Webster,11213,0,26,19,72,699,71,2016,TEXAS,Webster,16,61,842,0.00,2.32,1.69,6.42,62.34,6.33,1.43,5.44,75.09
TEXAS,Weimar,2163,0,3,3,4,15,1,2016,TEXAS,Weimar,2,8,20,0.00,1.39,1.39,1.85,6.93,0.46,0.92,3.70,9.25
TEXAS,Weslaco,39987,1,41,106,267,1607,63,2016,TEXAS,Weslaco,24,172,1937,0.03,1.03,2.65,6.68,40.19,1.58,0.60,4.30,48.44
TEXAS,West,2898,0,0,5,12,34,4,2016,TEXAS,West,0,5,50,0.00,0.00,1.73,4.14,11.73,1.38,0.00,1.73,17.25
TEXAS,West Columbia,3941,0,1,11,23,58,1,2016,TEXAS,West Columbia,4,16,82,0.00,0.25,2.79,5.84,14.72,0.25,1.01,4.06,20.81
TEXAS,West Lake Hills,3364,0,1,0,11,61,4,2016,TEXAS,West Lake Hills,0,1,76,0.00,0.30,0.00,3.27,18.13,1.19,0.00,0.30,22.59
